Year,State,Deaths,MortalityRate,Population,sourceDeaths,NextPopulation,PopulationChange,Population Retained,Domestic Immigrants,Foreign Immigrants,Total Immigrants,Total Emigrants,CrudeBirthRate,Births
1982,Texas,111319,7.244,15366008,NCHS,14779030,-586978.0,,,,,,15.288,234916
1983,Texas,114813,7.279,15773066,NCHS,15366008,-407058.0,,,,,,15.421,243236
1984,Texas,117021,7.3020000000000005,16025603,NCHS,15773066,-252537.0,,,,,,15.537,248990
1985,Texas,118336,7.2620000000000005,16294915,NCHS,16025603,-269312.0,,,,,,15.63,254690
1986,Texas,118747,7.162999999999999,16578053,NCHS,16294915,-283138.0,,,,,,15.698,260242
1987,Texas,120022,7.215,16635523,NCHS,16578053,-57470.0,,,,,,15.746,261943
1988,Texas,122874,7.364,16686059,NCHS,16635523,-50536.0,,,,,,15.776,263239
1989,Texas,124878,7.419,16832321,NCHS,16686059,-146262.0,,,,,,15.783,265665
1990,Texas,125479,7.377000000000001,17008748,NCHS,16832321,-176427.0,,,,,,15.756,267990
1991,Texas,126795,7.285,17405312,NCHS,17008748,-396564.0,,,,,,15.684,272985
1992,Texas,129108,7.267,17766812,NCHS,17405312,-361500.0,,,,,,15.562,276487
1993,Texas,134664,7.4110000000000005,18170320,NCHS,17766812,-403508.0,,,,,,15.396,279750
1994,Texas,136079,7.327000000000001,18572123,NCHS,18170320,-401803.0,,,,,,15.195,282203
1995,Texas,137821,7.266,18967400,NCHS,18572123,-395277.0,,,,,,14.974,284018
1996,Texas,139962,7.232,19352289,NCHS,18967400,-384889.0,,,,,,14.755,285543
1997,Texas,142776,7.228,19752039,NCHS,19352289,-399750.0,,,,,,14.556,287511
1998,Texas,142605,7.07,20171768,NCHS,19752039,-419729.0,,,,,,14.391,290292
1999,Texas,146858,7.144,20558220,NCHS,20171768,-386452.0,,,,,,14.266,293284
2000,Texas,149939,7.191,20851820,NCHS,20558220,-293600.0,,,,,,14.185,295783
2001,Texas,152779,7.166,21319622,NCHS,20851820,-467802.0,,,,,,14.145,301566
2002,Texas,155524,7.17,21690325,NCHS,21319622,-370703.0,,,,,,14.13,306484
2003,Texas,154870,7.03,22030931,NCHS,21690325,-340606.0,,,,,,14.123,311143
2004,Texas,152870,6.8260000000000005,22394023,NCHS,22030931,-363092.0,,,,,,14.11,315980
2005,Texas,156457,6.869,22778123,NCHS,22394023,-384100.0,,4373768.0,,4373768.0,380362.0,14.074,320579
2006,Texas,157150,6.727,23359580,NCHS,22778123,-581457.0,,4871385.0,,4871385.0,461957.0,13.993,326871
2007,Texas,160548,6.737,23831983,NCHS,23359580,-472403.0,,4778153.0,,4778153.0,421775.0,13.862,330359
2008,Texas,164914,6.784,24309039,NCHS,23831983,-477056.0,,4597634.0,,4597634.0,408036.0,13.684,332645
2009,Texas,163249,6.582000000000001,24801761,NCHS,24309039,-492722.0,,4629349.0,,4629349.0,380932.0,13.466,333981
2010,Texas,166527,6.622999999999999,25145561,NCHS,24801761,-343800.0,24240500.0,486558.0,172017.0,658575.0,411641.0,13.228,332625
2011,Texas,168640,6.568,25674681,NCHS,25145561,-529120.0,24633115.0,514726.0,179263.0,693989.0,404839.0,12.996,333668
2012,Texas,174187,6.684,26059203,NCHS,25674681,-384522.0,25010317.0,507752.0,193722.0,701474.0,402187.0,12.795,333428
2013,Texas,179183,6.775,26448193,NCHS,26059203,-388990.0,25353947.0,548034.0,185368.0,733402.0,409977.0,12.642,334358
2014,Texas,183912,6.822,26956958,NCHS,26448193,-508765.0,25832636.0,538572.0,217392.0,755964.0,435107.0,12.544,338148
2015,Texas,189654,6.904,27469114,NCHS,26956958,-512156.0,26317627.0,553032.0,222189.0,775221.0,445343.0,12.499,343336
2016,Texas,191966,6.89,27862596,NCHS,27469114,-393482.0,26705881.0,531996.0,234749.0,766745.0,444340.0,14.29,398156
2017,Texas,198106,6.999,28304596,NCHS,27862596,-442000.0,27177720.0,524511.0,222401.0,746912.0,467338.0,13.5,382112
2018,Texas,202211,7.045,28701845,NCHS,28304596,-397249.0,27567978.0,563945.0,201559.0,765504.0,462140.0,13.19,378577
2019,Texas,203362,7.013,28995881,NCHS,28701845,-294036.0,27865912.0,559661.0,217085.0,776746.0,453015.0,13.02,377526
2020,Texas,250339,8.526,29360759,NCHS,,,,,,,,12.54,368184
2021,Texas,244094,8.280400000000213,29478604,,,,,,,,,12.113999999999805,357103
2022,Texas,254754,8.609000000000265,29591613,,,,,,,,,11.71599999999978,346695
2023,Texas,265299,8.937600000000202,29683554,,,,,,,,,11.317999999999756,335958
2024,Texas,275708,9.266200000000254,29754213,,,,,,,,,10.919999999999845,324916
2025,Texas,285957,9.594800000000191,29803420,,,,,,,,,10.52199999999982,313591
1914,Utah,3997,9.9,403769,calculated from mortality rate and population estimate,29360759,28956990.0,,,,,,29.9,12073
1915,Utah,3990,9.7,411374,calculated from mortality rate and population estimate,403769,-7604.5,,,,,,29.5,12136
1916,Utah,4315,10.3,418978,calculated from mortality rate and population estimate,411374,-7604.5,,,,,,29.1,12192
1917,Utah,4436,10.4,426582,calculated from mortality rate and population estimate,418978,-7604.5,,,,,,28.5,12158
1918,Utah,6165,14.2,434187,calculated from mortality rate and population estimate,426582,-7604.5,,,,,,28.2,12244
1919,Utah,4860,11.0,441792,calculated from mortality rate and population estimate,434187,-7604.5,,,,,,26.1,11531
1920,Utah,5168,11.5,449396,calculated from mortality rate and population estimate,441792,-7604.5,,,,,,27.7,12448
1921,Utah,4780,10.5,455241,calculated from mortality rate and population estimate,449396,-5845.099999999977,,,,,,28.1,12792
1922,Utah,4841,10.5,461086,calculated from mortality rate and population estimate,455241,-5845.100000000035,,,,,,26.2,12080
1923,Utah,4436,9.5,466931,calculated from mortality rate and population estimate,461086,-5845.099999999977,,,,,,26.0,12140
1924,Utah,4964,10.5,472776,calculated from mortality rate and population estimate,466931,-5845.100000000035,,,,,,26.1,12339
1925,Utah,4403,9.2,478622,calculated from mortality rate and population estimate,472776,-5845.099999999977,,,,,,25.1,12013
1926,Utah,5038,10.4,484467,calculated from mortality rate and population estimate,478622,-5845.099999999977,,,,,,24.2,11724
1927,Utah,4658,9.5,490312,calculated from mortality rate and population estimate,484467,-5845.100000000035,,,,,,23.5,11522
1928,Utah,5011,10.1,496157,calculated from mortality rate and population estimate,490312,-5845.099999999977,,,,,,22.2,11015
1929,Utah,5020,10.0,502002,calculated from mortality rate and population estimate,496157,-5845.100000000035,,,,,,21.2,10642
1930,Utah,5028,9.9,507847,calculated from mortality rate and population estimate,502002,-5845.099999999977,,,,,,21.3,10817
1931,Utah,4455,8.7,512093,calculated from mortality rate and population estimate,507847,-4246.299999999988,,,,,,20.2,10344
1932,Utah,4389,8.5,516340,calculated from mortality rate and population estimate,512093,-4246.299999999988,,,,,,19.5,10069
1933,Utah,4373,8.4,520586,calculated from mortality rate and population estimate,516340,-4246.300000000047,,,,,,18.4,9579
1934,Utah,4828,9.2,524832,calculated from mortality rate and population estimate,520586,-4246.29999999993,,,,,,19.0,9972
1935,Utah,5079,9.6,529078,calculated from mortality rate and population estimate,524832,-4246.300000000047,,,,,,18.7,9894
1936,Utah,5173,9.7,533325,calculated from mortality rate and population estimate,529078,-4246.300000000047,,,,,,19.0,10133
1937,Utah,5053,9.4,537571,calculated from mortality rate and population estimate,533325,-4246.29999999993,,,,,,18.7,10053
1938,Utah,4931,9.1,541817,calculated from mortality rate and population estimate,537571,-4246.300000000047,,,,,,19.2,10403
1939,Utah,4751,8.7,546064,calculated from mortality rate and population estimate,541817,-4246.29999999993,,,,,,18.8,10266
1940,Utah,4898,8.9,550310,calculated from mortality rate and population estimate,546064,-4246.300000000047,,,,,,19.4,10676
1941,Utah,5924,10.5,564165,calculated from mortality rate and population estimate,550310,-13855.199999999953,,,,,,20.3,11453
1942,Utah,5954,10.3,578020,calculated from mortality rate and population estimate,564165,-13855.20000000007,,,,,,22.2,12832
1943,Utah,6451,10.9,591876,calculated from mortality rate and population estimate,578020,-13855.199999999953,,,,,,22.7,13436
1944,Utah,6421,10.6,605731,calculated from mortality rate and population estimate,591876,-13855.20000000007,,,,,,21.2,12841
1945,Utah,6568,10.6,619586,calculated from mortality rate and population estimate,605731,-13855.199999999953,,,,,,20.4,12640
1946,Utah,6334,10.0,633441,calculated from mortality rate and population estimate,619586,-13855.199999999953,,,,,,24.1,15266
1947,Utah,6538,10.1,647296,calculated from mortality rate and population estimate,633441,-13855.20000000007,,,,,,26.6,17218
1948,Utah,6545,9.9,661152,calculated from mortality rate and population estimate,647296,-13855.199999999953,,,,,,24.9,16463
1949,Utah,6548,9.7,675007,calculated from mortality rate and population estimate,661152,-13855.20000000007,,,,,,24.5,16538
1950,Utah,6613,9.6,688862,calculated from mortality rate and population estimate,675007,-13855.199999999953,,,,,,23.71,16333
1951,Utah,6878,9.7,709038,calculated from mortality rate and population estimate,688862,-20176.5,,,,,,23.928,16966
1952,Utah,7000,9.6,729215,calculated from mortality rate and population estimate,709038,-20176.5,,,,,,24.313,17729
1953,Utah,7194,9.6,749392,calculated from mortality rate and population estimate,729215,-20176.5,,,,,,24.599,18434
1954,Utah,7080,9.2,769568,calculated from mortality rate and population estimate,749392,-20176.5,,,,,,24.784,19073
1955,Utah,7345,9.3,789744,calculated from mortality rate and population estimate,769568,-20176.5,,,,,,24.869,19640
1956,Utah,7613,9.4,809921,calculated from mortality rate and population estimate,789744,-20176.5,,,,,,24.852,20128
1957,Utah,7969,9.6,830098,calculated from mortality rate and population estimate,809921,-20176.5,,,,,,24.731,20529
1958,Utah,8078,9.5,850274,calculated from mortality rate and population estimate,830098,-20176.5,,,,,,24.505,20836
1959,Utah,8182,9.4,870450,calculated from mortality rate and population estimate,850274,-20176.5,,,,,,24.169,21038
1960,Utah,8461,9.5,890627,calculated from mortality rate and population estimate,870450,-20176.5,,,,,,23.72,21126
1961,Utah,8440,9.3,907492,calculated from mortality rate and population estimate,890627,-16864.599999999977,,,,,,23.159,21017
1962,Utah,8781,9.5,924356,calculated from mortality rate and population estimate,907492,-16864.599999999977,,,,,,22.491,20790
1963,Utah,9036,9.6,941221,calculated from mortality rate and population estimate,924356,-16864.600000000093,,,,,,21.735,20457
1964,Utah,9006,9.4,958085,calculated from mortality rate and population estimate,941221,-16864.599999999977,,,,,,20.918,20041
1965,Utah,9165,9.4,974950,calculated from mortality rate and population estimate,958085,-16864.599999999977,,,,,,20.075,19572
1966,Utah,9422,9.5,991815,calculated from mortality rate and population estimate,974950,-16864.599999999977,,,,,,19.24,19083
1967,Utah,9482,9.4,1008679,calculated from mortality rate and population estimate,991815,-16864.599999999977,,,,,,18.443,18603
1968,Utah,6886,6.7989999999999995,1012780,NCHS,1008679,-4100.800000000047,,,,,,17.711,17937
1969,Utah,6819,6.562,1039193,NCHS,1012780,-26413.0,,,,,,17.066,17735
1970,Utah,7061,6.6370000000000005,1063939,NCHS,1039193,-24746.0,,,,,,16.519,17575
1971,Utah,7269,6.582999999999999,1104169,NCHS,1063939,-40230.0,,,,,,16.071,17745
1972,Utah,7322,6.445,1136077,NCHS,1104169,-31908.0,,,,,,15.702,17839
1973,Utah,7585,6.482,1170108,NCHS,1136077,-34031.0,,,,,,15.398,18017
1974,Utah,7384,6.147,1201191,NCHS,1170108,-31083.0,,,,,,15.155,18204
1975,Utah,7530,6.087000000000001,1237028,NCHS,1201191,-35837.0,,,,,,14.976,18526
1976,Utah,7482,5.853,1278329,NCHS,1237028,-41301.0,,,,,,14.867,19005
1977,Utah,7617,5.756,1323369,NCHS,1278329,-45040.0,,,,,,14.825,19619
1978,Utah,7892,5.761,1369925,NCHS,1323369,-46556.0,,,,,,14.845,20337
1979,Utah,7890,5.551,1421446,NCHS,1369925,-51521.0,,,,,,14.915,21201
1980,Utah,8120,5.542999999999999,1464846,NCHS,1421446,-43400.0,,,,,,15.021,22003
1981,Utah,8343,5.501,1516752,NCHS,1464846,-51906.0,,,,,,15.15,22979
1982,Utah,8515,5.461,1559272,NCHS,1516752,-42520.0,,,,,,15.288,23838
1983,Utah,8512,5.341,1593625,NCHS,1559272,-34353.0,,,,,,15.421,24575
1984,Utah,8997,5.551,1620861,NCHS,1593625,-27236.0,,,,,,15.537,25183
1985,Utah,9049,5.5120000000000005,1641813,NCHS,1620861,-20952.0,,,,,,15.63,25662
1986,Utah,8939,5.379,1661876,NCHS,1641813,-20063.0,,,,,,15.698,26088
1987,Utah,9120,5.438,1677020,NCHS,1661876,-15144.0,,,,,,15.746,26406
1988,Utah,9224,5.457000000000001,1690185,NCHS,1677020,-13165.0,,,,,,15.776,26664
1989,Utah,9239,5.412999999999999,1706799,NCHS,1690185,-16614.0,,,,,,15.783,26938
1990,Utah,9192,5.334,1723370,NCHS,1706799,-16571.0,,,,,,15.756,27153
1991,Utah,9651,5.421,1780280,NCHS,1723370,-56910.0,,,,,,15.684,27922
1992,Utah,9772,5.317,1837837,NCHS,1780280,-57557.0,,,,,,15.562,28600
1993,Utah,10465,5.511,1898909,NCHS,1837837,-61072.0,,,,,,15.396,29236
1994,Utah,10473,5.34,1961072,NCHS,1898909,-62163.0,,,,,,15.195,29798
1995,Utah,10940,5.43,2014719,NCHS,1961072,-53647.0,,,,,,14.974,30168
1996,Utah,11112,5.369,2069474,NCHS,2014719,-54755.0,,,,,,14.755,30535
1997,Utah,11578,5.46,2120359,NCHS,2069474,-50885.0,,,,,,14.556,30864
1998,Utah,11824,5.455,2167719,NCHS,2120359,-47360.0,,,,,,14.391,31196
1999,Utah,12058,5.472,2203482,NCHS,2167719,-35763.0,,,,,,14.266,31435
2000,Utah,12364,5.537000000000001,2233169,NCHS,2203482,-29687.0,,,,,,14.185,31678
2001,Utah,12662,5.544,2283715,NCHS,2233169,-50546.0,,,,,,14.145,32303
2002,Utah,13116,5.642,2324815,NCHS,2283715,-41100.0,,,,,,14.13,32850
2003,Utah,13412,5.683,2360137,NCHS,2324815,-35322.0,,,,,,14.123,33332
2004,Utah,13331,5.551,2401580,NCHS,2360137,-41443.0,,,,,,14.11,33886
2005,Utah,13432,5.465,2457719,NCHS,2401580,-56139.0,,545674.0,,545674.0,84271.0,14.074,34590
2006,Utah,13764,5.45,2525507,NCHS,2457719,-67788.0,,600217.0,,600217.0,81797.0,13.993,35339
2007,Utah,14143,5.444,2597746,NCHS,2525507,-72239.0,,546125.0,,546125.0,72627.0,13.862,36010
2008,Utah,14040,5.272,2663029,NCHS,2597746,-65283.0,,540952.0,,540952.0,73941.0,13.684,36441
2009,Utah,14138,5.191,2723421,NCHS,2663029,-60392.0,,531119.0,,531119.0,82216.0,13.466,36674
2010,Utah,14776,5.346,2763885,NCHS,2723421,-40464.0,2629046.0,77780.0,17238.0,95018.0,75541.0,13.228,36561
2011,Utah,15266,5.419,2817222,NCHS,2763885,-53337.0,2669945.0,85217.0,14465.0,99682.0,73211.0,12.996,36613
2012,Utah,15676,5.49,2855287,NCHS,2817222,-38065.0,2697999.0,87870.0,19571.0,107441.0,82165.0,12.795,36533
2013,Utah,16366,5.642,2900872,NCHS,2855287,-45585.0,2738607.0,97869.0,18191.0,116060.0,91943.0,12.642,36673
2014,Utah,16719,5.681,2942902,NCHS,2900872,-42030.0,2782186.0,90234.0,21581.0,111815.0,79697.0,12.544,36916
2015,Utah,17334,5.7860000000000005,2995919,NCHS,2942902,-53017.0,2826371.0,97361.0,23691.0,121052.0,84071.0,12.499,37446
2016,Utah,17913,5.871,3051217,NCHS,2995919,-55298.0,2870326.0,107083.0,24835.0,131918.0,85803.0,16.54,50467
2017,Utah,18035,5.814,3101833,NCHS,3051217,-50616.0,2931464.0,99584.0,25145.0,124729.0,89721.0,15.66,48575
2018,Utah,18354,5.806,3161105,NCHS,3101833,-59272.0,2991797.0,100824.0,22096.0,122920.0,91741.0,14.93,47195
2019,Utah,18736,5.843999999999999,3205958,NCHS,3161105,-44853.0,3050711.0,95608.0,15783.0,111391.0,88426.0,14.61,46839
2020,Utah,21497,6.615,3249879,NCHS,,,,,,,,14.06,45693
2021,Utah,21102,6.44540000000012,3274075,,,,,,,,,13.356999999999744,43731
2022,Utah,21749,6.597200000000157,3296704,,,,,,,,,12.75599999999963,42052
2023,Utah,22386,6.749000000000137,3317008,,,,,,,,,12.154999999999745,40318
2024,Utah,23013,6.9008000000001175,3334940,,,,,,,,,11.55399999999986,38531
2025,Utah,23629,7.0526000000001545,3350458,,,,,,,,,10.952999999999747,36697
1914,Vermont,5318,15.0,354545,calculated from mortality rate and population estimate,3249879,2895334.2,,,,,,29.9,10601
1915,Vermont,5242,14.8,354192,calculated from mortality rate and population estimate,354545,352.79999999998836,,,,,,29.5,10449
1916,Vermont,5591,15.8,353839,calculated from mortality rate and population estimate,354192,352.79999999998836,,,,,,29.1,10297
1917,Vermont,5232,14.8,353486,calculated from mortality rate and population estimate,353839,352.79999999998836,,,,,,28.5,10074
1918,Vermont,6886,19.5,353134,calculated from mortality rate and population estimate,353486,352.80000000004657,,,,,,28.2,9958
1919,Vermont,5115,14.5,352781,calculated from mortality rate and population estimate,353134,352.79999999998836,,,,,,26.1,9208
1920,Vermont,5533,15.7,352428,calculated from mortality rate and population estimate,352781,352.79999999998836,,,,,,27.7,9762
1921,Vermont,4979,14.1,353146,calculated from mortality rate and population estimate,352428,-718.2999999999884,,,,,,28.1,9923
1922,Vermont,5166,14.6,353865,calculated from mortality rate and population estimate,353146,-718.2999999999884,,,,,,26.2,9271
1923,Vermont,5354,15.1,354583,calculated from mortality rate and population estimate,353865,-718.3000000000466,,,,,,26.0,9219
1924,Vermont,4868,13.7,355301,calculated from mortality rate and population estimate,354583,-718.2999999999884,,,,,,26.1,9273
1925,Vermont,5162,14.5,356020,calculated from mortality rate and population estimate,355301,-718.2999999999884,,,,,,25.1,8936
1926,Vermont,5208,14.6,356738,calculated from mortality rate and population estimate,356020,-718.2999999999884,,,,,,24.2,8633
1927,Vermont,4897,13.7,357456,calculated from mortality rate and population estimate,356738,-718.2999999999884,,,,,,23.5,8400
1928,Vermont,4907,13.7,358174,calculated from mortality rate and population estimate,357456,-718.3000000000466,,,,,,22.2,7951
1929,Vermont,5276,14.7,358893,calculated from mortality rate and population estimate,358174,-718.2999999999884,,,,,,21.2,7609
1930,Vermont,4675,13.0,359611,calculated from mortality rate and population estimate,358893,-718.2999999999884,,,,,,21.3,7660
1931,Vermont,4495,12.5,359573,calculated from mortality rate and population estimate,359611,38.0,,,,,,20.2,7263
1932,Vermont,4782,13.3,359535,calculated from mortality rate and population estimate,359573,38.0,,,,,,19.5,7011
1933,Vermont,4638,12.9,359497,calculated from mortality rate and population estimate,359535,38.0,,,,,,18.4,6615
